Número da conta: 74
----------------------------------------
Detalhes das Transações:
----------------------------------------
Tipo          | Valor  | Saldo
Saque         | 675    | -3036
Depósito      | 360    | -2676
Saque         | 603    | -3279
Saque         | 783    | -4062
Saque         | 705    | -4767
Saque         | 700    | -5467
Saque         | 1151   | -6618
Saque         | 385    | -7003
Pagamento     | 312    | -7315
Saque         | 798    | -8113
Depósito      | 324    | -7789
Depósito      | 883    | -6906
Pagamento     | 289    | -7195
Depósito      | 582    | -6613
Depósito      | 798    | -5815
Pagamento     | 724    | -6539
Saque         | 523    | -7062
Depósito      | 796    | -6266
Depósito      | 600    | -5666
Saque         | 831    | -6497
Depósito      | 337    | -6160
Saque         | 594    | -6754
Pagamento     | 684    | -7438
Saque         | 357    | -7795
Depósito      | 944    | -6851
Saque         | 134    | -6985
Depósito      | 192    | -6793
Pagamento     | 578    | -7371
Saque         | 473    | -7844
Pagamento     | 732    | -8576
Pagamento     | 325    | -8901
Pagamento     | 882    | -9783
Depósito      | 713    | -9070
Pagamento     | 201    | -9271
Depósito      | 948    | -8323
Pagamento     | 542    | -8865
Depósito      | 503    | -8362
Depósito      | 1072   | -7290
Saque         | 394    | -7684
Saque         | 762    | -8446
Depósito      | 502    | -7944
Depósito      | 345    | -7599
Pagamento     | 329    | -7928
Pagamento     | 267    | -8195
Saque         | 600    | -8795
Pagamento     | 609    | -9404
Saque         | 852    | -10256
Depósito      | 457    | -9799
Depósito      | 404    | -9395
Pagamento     | 711    | -10106
Saque         | 883    | -10989
Depósito      | 787    | -10202
Depósito      | 611    | -9591
Saque         | 489    | -10080
Depósito      | 835    | -9245
Saque         | 927    | -10172
Saque         | 527    | -10699
Depósito      | 226    | -10473
Depósito      | 434    | -10039
Saque         | 108    | -10147
Saque         | 537    | -10684
Saque         | 666    | -11350
Depósito      | 884    | -10466
Depósito      | 438    | -10028
Saque         | 501    | -10529
Depósito      | 801    | -9728
Saque         | 634    | -10362
Pagamento     | 657    | -11019
Depósito      | 926    | -10093
Pagamento     | 750    | -10843
Depósito      | 728    | -10115
Saque         | 1071   | -11186
Depósito      | 827    | -10359
Depósito      | 320    | -10039
Depósito      | 854    | -9185
Pagamento     | 842    | -10027
Saque         | 683    | -10710
Depósito      | 741    | -9969
Saque         | 822    | -10791
Depósito      | 538    | -10253
Saque         | 894    | -11147
Depósito      | 347    | -10800
Saque         | 528    | -11328
Depósito      | 771    | -10557
Pagamento     | 742    | -11299
Saque         | 728    | -12027
Depósito      | 709    | -11318
Saque         | 1017   | -12335
Saque         | 959    | -13294
Depósito      | 979    | -12315
Saque         | 601    | -12916
Depósito      | 776    | -12140
Depósito      | 918    | -11222
Pagamento     | 682    | -11904
Depósito      | 463    | -11441
Pagamento     | 192    | -11633
Saque         | 474    | -12107
Saque         | 719    | -12826
Saque         | 462    | -13288
Saque         | 533    | -13821
Depósito      | 628    | -13193
Saque         | 293    | -13486
Depósito      | 77     | -13409
Depósito      | 35     | -13374
Saque         | 597    | -13971
Saque         | 1000   | -14971
Pagamento     | 417    | -15388
Pagamento     | 525    | -15913
Saque         | 945    | -16858
Depósito      | 448    | -16410
Pagamento     | 258    | -16668
Saque         | 530    | -17198
Depósito      | 538    | -16660
Saque         | 494    | -17154
Depósito      | 271    | -16883
Saque         | 657    | -17540
Depósito      | 912    | -16628
Depósito      | 806    | -15822
Depósito      | 324    | -15498
Saque         | 867    | -16365
Depósito      | 173    | -16192
Saque         | 684    | -16876
Depósito      | 556    | -16320
Pagamento     | 888    | -17208
Depósito      | 690    | -16518
Saque         | 669    | -17187
Saque         | 676    | -17863
Pagamento     | 349    | -18212
Depósito      | 822    | -17390
Pagamento     | 239    | -17629
Depósito      | 457    | -17172
Pagamento     | 604    | -17776
Depósito      | 1040   | -16736
Saque         | 636    | -17372
Pagamento     | 798    | -18170
Depósito      | 270    | -17900
Saque         | 771    | -18671
Saque         | 770    | -19441
Pagamento     | 372    | -19813
Pagamento     | 814    | -20627
Saque         | 382    | -21009
Pagamento     | 1070   | -22079
Pagamento     | 772    | -22851
Saque         | 647    | -23498
Pagamento     | 469    | -23967
Depósito      | 781    | -23186
Depósito      | 708    | -22478
Saque         | 656    | -23134
Depósito      | 210    | -22924
Depósito      | 1067   | -21857
Depósito      | 960    | -20897
Depósito      | 378    | -20519
Depósito      | 565    | -19954
Pagamento     | 639    | -20593
Depósito      | 564    | -20029
Pagamento     | 805    | -20834
Saque         | 319    | -21153
Depósito      | 980    | -20173
Depósito      | 506    | -19667
Pagamento     | 726    | -20393
Saque         | 612    | -21005
Depósito      | 438    | -20567
Pagamento     | 871    | -21438
Depósito      | 472    | -20966
Depósito      | 583    | -20383
Depósito      | 792    | -19591
Depósito      | 372    | -19219
Saque         | 472    | -19691
Pagamento     | 619    | -20310
Depósito      | 856    | -19454
Depósito      | 633    | -18821
Depósito      | 1054   | -17767
Pagamento     | 833    | -18600
Pagamento     | 608    | -19208
Saque         | 443    | -19651
Pagamento     | 788    | -20439
Depósito      | 693    | -19746
Depósito      | 266    | -19480
Depósito      | 595    | -18885
Pagamento     | 378    | -19263
Saque         | 1283   | -20546
Saque         | 738    | -21284
Pagamento     | 1197   | -22481
Pagamento     | 682    | -23163
Saque         | 516    | -23679
Pagamento     | 175    | -23854
Depósito      | 92     | -23762
Pagamento     | 715    | -24477
Depósito      | 964    | -23513
Depósito      | 542    | -22971
Saque         | 526    | -23497
Depósito      | 767    | -22730
Depósito      | 428    | -22302
Saque         | 510    | -22812
Pagamento     | 574    | -23386
Depósito      | 494    | -22892
Depósito      | 593    | -22299
Saque         | 170    | -22469
Pagamento     | 690    | -23159
Saque         | 734    | -23893
Saque         | 537    | -24430
Saque         | 17     | -24447
Depósito      | 1039   | -23408
Pagamento     | 445    | -23853
Pagamento     | 567    | -24420
Pagamento     | 562    | -24982
Saque         | 587    | -25569
Depósito      | 975    | -24594
Saque         | 151    | -24745
Depósito      | 50     | -24695
Pagamento     | 569    | -25264
Saque         | 232    | -25496
Depósito      | 474    | -25022
Saque         | 733    | -25755
Pagamento     | 520    | -26275
Pagamento     | 498    | -26773
Pagamento     | 982    | -27755
Pagamento     | 244    | -27999
Pagamento     | 472    | -28471
Depósito      | 671    | -27800
Depósito      | 439    | -27361
Saque         | 369    | -27730
Saque         | 780    | -28510
Depósito      | 329    | -28181
Saque         | 664    | -28845
Depósito      | 835    | -28010
Pagamento     | 672    | -28682
Depósito      | 376    | -28306
Pagamento     | 1010   | -29316
Pagamento     | 581    | -29897
Saque         | 831    | -30728
Pagamento     | 558    | -31286
Saque         | 1003   | -32289
Depósito      | 401    | -31888
Pagamento     | 452    | -32340
Saque         | 661    | -33001
Saque         | 401    | -33402
Depósito      | 981    | -32421
Pagamento     | 599    | -33020
Depósito      | 980    | -32040
Depósito      | 489    | -31551
Pagamento     | 523    | -32074
Depósito      | 247    | -31827
Depósito      | 834    | -30993
Pagamento     | 919    | -31912
Depósito      | 666    | -31246
Saque         | 459    | -31705
Depósito      | 511    | -31194
Depósito      | 807    | -30387
Depósito      | 406    | -29981
Pagamento     | 943    | -30924
Depósito      | 690    | -30234
Saque         | 833    | -31067
Saque         | 559    | -31626
Saque         | 573    | -32199
Pagamento     | 1044   | -33243
Pagamento     | 1429   | -34672
Depósito      | 786    | -33886
Saque         | 1228   | -35114
Saque         | 606    | -35720
Pagamento     | 577    | -36297
Depósito      | 596    | -35701
Saque         | 521    | -36222
Pagamento     | 544    | -36766
Saque         | 759    | -37525
Depósito      | 662    | -36863
Depósito      | 1003   | -35860
Saque         | 845    | -36705
Depósito      | 790    | -35915
Depósito      | 317    | -35598
Pagamento     | 477    | -36075
Pagamento     | 545    | -36620
Saque         | 639    | -37259
Depósito      | 722    | -36537
Pagamento     | 864    | -37401
Depósito      | 553    | -36848
Depósito      | 727    | -36121
Depósito      | 670    | -35451
Pagamento     | 494    | -35945
Depósito      | 682    | -35263
Pagamento     | 261    | -35524
Saque         | 683    | -36207
Depósito      | 765    | -35442
Saque         | 416    | -35858
Depósito      | 654    | -35204
Saque         | 754    | -35958
Saque         | 407    | -36365
Saque         | 590    | -36955
Depósito      | 599    | -36356
Depósito      | 672    | -35684
Saque         | 699    | -36383
Saque         | 356    | -36739
Pagamento     | 753    | -37492
Saque         | 680    | -38172
Depósito      | 1443   | -36729
Saque         | 376    | -37105
Depósito      | 543    | -36562
Saque         | 620    | -37182
Saque         | 1143   | -38325
Depósito      | 857    | -37468
Saque         | 437    | -37905
Pagamento     | 872    | -38777
Depósito      | 881    | -37896
Saque         | 1137   | -39033
Depósito      | 931    | -38102
Depósito      | 916    | -37186
Saque         | 877    | -38063
Depósito      | 585    | -37478
Pagamento     | 565    | -38043
Saque         | 353    | -38396
Pagamento     | 866    | -39262
Pagamento     | 795    | -40057
Pagamento     | 651    | -40708
Depósito      | 475    | -40233
Pagamento     | 495    | -40728
Saque         | 658    | -41386
Saque         | 508    | -41894
Depósito      | 229    | -41665
Pagamento     | 663    | -42328
Pagamento     | 618    | -42946
Saque         | 553    | -43499
Saque         | 455    | -43954
Depósito      | 168    | -43786
Saque         | 639    | -44425
Depósito      | 591    | -43834
Pagamento     | 454    | -44288
Pagamento     | 873    | -45161
Depósito      | 710    | -44451
Depósito      | 1131   | -43320
Pagamento     | 337    | -43657
Saque         | 1058   | -44715
Pagamento     | 832    | -45547
Saque         | 429    | -45976
Depósito      | 532    | -45444
Depósito      | 533    | -44911
Depósito      | 905    | -44006
Pagamento     | 480    | -44486
Pagamento     | 941    | -45427
Depósito      | 663    | -44764
Pagamento     | 815    | -45579
Depósito      | 480    | -45099
Pagamento     | 686    | -45785
Depósito      | 970    | -44815
Depósito      | 759    | -44056
Depósito      | 370    | -43686
Depósito      | 771    | -42915
Depósito      | 518    | -42397
Saque         | 460    | -42857
Depósito      | 305    | -42552
Depósito      | 680    | -41872
Depósito      | 641    | -41231
Depósito      | 813    | -40418
Saque         | 531    | -40949
Depósito      | 342    | -40607
Depósito      | 627    | -39980
Depósito      | 644    | -39336
Pagamento     | 165    | -39501
Pagamento     | 651    | -40152
Pagamento     | 812    | -40964
Depósito      | 561    | -40403
Pagamento     | 1030   | -41433
Depósito      | 434    | -40999
Depósito      | 301    | -40698
Depósito      | 690    | -40008
Pagamento     | 1074   | -41082
Saque         | 648    | -41730
Pagamento     | 376    | -42106
Pagamento     | 498    | -42604
Saque         | 790    | -43394
Depósito      | 245    | -43149
Depósito      | 863    | -42286
Depósito      | 524    | -41762
Depósito      | 577    | -41185
Pagamento     | 354    | -41539
Depósito      | 441    | -41098
Pagamento     | 959    | -42057
Saque         | 805    | -42862
Depósito      | 474    | -42388
Saque         | 762    | -43150
Depósito      | 700    | -42450
Saque         | 1069   | -43519
Saque         | 464    | -43983
Depósito      | 390    | -43593
Depósito      | 588    | -43005
Depósito      | 1078   | -41927
Pagamento     | 550    | -42477
Depósito      | 766    | -41711
Pagamento     | 369    | -42080
Depósito      | 584    | -41496
Pagamento     | 661    | -42157
Depósito      | 1165   | -40992
Depósito      | 101    | -40891
Depósito      | 503    | -40388
Saque         | 497    | -40885
Depósito      | 1047   | -39838
Depósito      | 1053   | -38785
Depósito      | 459    | -38326
Saque         | 728    | -39054
Depósito      | 389    | -38665
Pagamento     | 275    | -38940
Saque         | 518    | -39458
Pagamento     | 939    | -40397
Depósito      | 899    | -39498
Pagamento     | 483    | -39981
Saque         | 715    | -40696
Depósito      | 549    | -40147
Saque         | 573    | -40720
Depósito      | 420    | -40300
Pagamento     | 718    | -41018
Pagamento     | 608    | -41626
Depósito      | 744    | -40882
Pagamento     | 869    | -41751
Depósito      | 897    | -40854
Depósito      | 347    | -40507
Pagamento     | 398    | -40905
Depósito      | 815    | -40090
Depósito      | 401    | -39689
Pagamento     | 44     | -39733
Depósito      | 530    | -39203
Saque         | 250    | -39453
Saque         | 512    | -39965
Depósito      | 292    | -39673
Depósito      | 438    | -39235
Depósito      | 1019   | -38216
Saque         | 456    | -38672
Saque         | 846    | -39518
Saque         | 753    | -40271
Depósito      | 498    | -39773
Saque         | 835    | -40608
Saque         | 623    | -41231
Pagamento     | 633    | -41864
Depósito      | 1057   | -40807
Pagamento     | 906    | -41713
Pagamento     | 383    | -42096
Depósito      | 731    | -41365
Pagamento     | 572    | -41937
Pagamento     | 526    | -42463
Depósito      | 895    | -41568
Depósito      | 529    | -41039
Saque         | 1030   | -42069
Depósito      | 512    | -41557
Pagamento     | 429    | -41986
Depósito      | 345    | -41641
Depósito      | 573    | -41068
Pagamento     | 206    | -41274
Depósito      | 483    | -40791
Depósito      | 338    | -40453
Pagamento     | 259    | -40712
Saque         | 269    | -40981
Depósito      | 824    | -40157
Depósito      | 519    | -39638
Saque         | 389    | -40027
Saque         | 363    | -40390
Saque         | 788    | -41178
Depósito      | 802    | -40376
Depósito      | 489    | -39887
Pagamento     | 676    | -40563
Depósito      | 630    | -39933
Pagamento     | 750    | -40683
Depósito      | 375    | -40308
Depósito      | 453    | -39855
Saque         | 721    | -40576
Saque         | 442    | -41018
Saque         | 800    | -41818
Pagamento     | 394    | -42212
Depósito      | 327    | -41885
Saque         | 22     | -41907
Depósito      | 541    | -41366
Saque         | 984    | -42350
Saque         | 779    | -43129
Pagamento     | 331    | -43460
Depósito      | 697    | -42763
Depósito      | 392    | -42371
Pagamento     | 589    | -42960
Depósito      | 654    | -42306
Depósito      | 447    | -41859
Depósito      | 773    | -41086
Pagamento     | 618    | -41704
Depósito      | 580    | -41124
Depósito      | 441    | -40683
Saque         | 466    | -41149
Saque         | 653    | -41802
Depósito      | 631    | -41171
Depósito      | 1272   | -39899
Depósito      | 1087   | -38812
Saque         | 789    | -39601
Pagamento     | 810    | -40411
Depósito      | 494    | -39917
Pagamento     | 593    | -40510
Saque         | 609    | -41119
Pagamento     | 703    | -41822
Saque         | 914    | -42736
Depósito      | 423    | -42313
Pagamento     | 880    | -43193
Saque         | 1017   | -44210
Depósito      | 137    | -44073
Saque         | 556    | -44629
Saque         | 453    | -45082
Depósito      | 677    | -44405
Pagamento     | 649    | -45054
Depósito      | 836    | -44218
Depósito      | 612    | -43606
Saque         | 708    | -44314
Depósito      | 798    | -43516
Depósito      | 599    | -42917
Saque         | 233    | -43150
Depósito      | 943    | -42207
Depósito      | 974    | -41233
Pagamento     | 743    | -41976
Depósito      | 719    | -41257
Saque         | 786    | -42043
Depósito      | 573    | -41470
Saque         | 659    | -42129
Pagamento     | 796    | -42925
Saque         | 585    | -43510
Saque         | 496    | -44006
Depósito      | 849    | -43157
Pagamento     | 240    | -43397
Saque         | 556    | -43953
Depósito      | 706    | -43247
Saque         | 615    | -43862
Depósito      | 824    | -43038
Saque         | 338    | -43376
Depósito      | 784    | -42592
Depósito      | 550    | -42042
Pagamento     | 1      | -42043
Depósito      | 354    | -41689
Saque         | 888    | -42577
Saque         | 1031   | -43608
Pagamento     | 853    | -44461
Pagamento     | 176    | -44637
Depósito      | 421    | -44216
Depósito      | 1113   | -43103
Pagamento     | 31     | -43134
Pagamento     | 475    | -43609
Saque         | 411    | -44020
Pagamento     | 984    | -45004
Depósito      | 723    | -44281
Saque         | 464    | -44745
Saque         | 264    | -45009
Saque         | 575    | -45584
Saque         | 962    | -46546
Saque         | 436    | -46982
Saque         | 368    | -47350
Saque         | 729    | -48079
Pagamento     | 655    | -48734
Depósito      | 845    | -47889
Pagamento     | 882    | -48771
Pagamento     | 814    | -49585
Saque         | 693    | -50278
Pagamento     | 466    | -50744
Pagamento     | 563    | -51307
Saque         | 313    | -51620
Depósito      | 503    | -51117
Pagamento     | 859    | -51976
Depósito      | 444    | -51532
Depósito      | 753    | -50779
Pagamento     | 667    | -51446
Saque         | 492    | -51938
Saque         | 599    | -52537
Depósito      | 710    | -51827
Depósito      | 844    | -50983
Pagamento     | 819    | -51802
Saque         | 653    | -52455
Pagamento     | 797    | -53252
Saque         | 756    | -54008
Pagamento     | 613    | -54621
Pagamento     | 770    | -55391
Saque         | 876    | -56267
Depósito      | 532    | -55735
Depósito      | 922    | -54813
Depósito      | 325    | -54488
Depósito      | 701    | -53787
Depósito      | 1028   | -52759
Saque         | 687    | -53446
Pagamento     | 895    | -54341
Saque         | 580    | -54921
Pagamento     | 384    | -55305
Depósito      | 598    | -54707
Pagamento     | 922    | -55629
Depósito      | 889    | -54740
Depósito      | 836    | -53904
Depósito      | 759    | -53145
Saque         | 545    | -53690
Saque         | 509    | -54199
Saque         | 148    | -54347
Pagamento     | 447    | -54794
Saque         | 413    | -55207
Saque         | 586    | -55793
Saque         | 582    | -56375
Pagamento     | 655    | -57030
Pagamento     | 689    | -57719
Saque         | 733    | -58452
Saque         | 457    | -58909
Depósito      | 302    | -58607
Saque         | 468    | -59075
Saque         | 569    | -59644
Saque         | 465    | -60109
Depósito      | 326    | -59783
Depósito      | 933    | -58850
Depósito      | 432    | -58418
Depósito      | 389    | -58029
Saque         | 380    | -58409
Pagamento     | 547    | -58956
Pagamento     | 239    | -59195
Depósito      | 260    | -58935
Depósito      | 576    | -58359
Pagamento     | 814    | -59173
Depósito      | 531    | -58642
Pagamento     | 802    | -59444
Depósito      | 390    | -59054
Depósito      | 971    | -58083
Pagamento     | 940    | -59023
Depósito      | 834    | -58189
Depósito      | 555    | -57634
Pagamento     | 1213   | -58847
Depósito      | 869    | -57978
Saque         | 533    | -58511
Depósito      | 556    | -57955
Depósito      | 501    | -57454
Depósito      | 897    | -56557
Saque         | 644    | -57201
Depósito      | 449    | -56752
Pagamento     | 692    | -57444
Saque         | 693    | -58137
Saque         | 655    | -58792
Depósito      | 774    | -58018
Depósito      | 921    | -57097
Depósito      | 411    | -56686
Pagamento     | 818    | -57504
Saque         | 517    | -58021
Depósito      | 560    | -57461
Depósito      | 433    | -57028
Pagamento     | 587    | -57615
Depósito      | 661    | -56954
Depósito      | 199    | -56755
Saque         | 518    | -57273
Depósito      | 976    | -56297
Pagamento     | 792    | -57089
Depósito      | 655    | -56434
Pagamento     | 469    | -56903
Depósito      | 357    | -56546
Depósito      | 177    | -56369
Saque         | 477    | -56846
Pagamento     | 580    | -57426
Pagamento     | 976    | -58402
Depósito      | 53     | -58349
Saque         | 695    | -59044
Depósito      | 593    | -58451
Saque         | 368    | -58819
Depósito      | 251    | -58568
Pagamento     | 562    | -59130
Depósito      | 489    | -58641
Saque         | 412    | -59053
Depósito      | 429    | -58624
Saque         | 641    | -59265
Saque         | 746    | -60011
Pagamento     | 820    | -60831
Depósito      | 817    | -60014
Saque         | 600    | -60614
Depósito      | 702    | -59912
Pagamento     | 787    | -60699
Pagamento     | 364    | -61063
Depósito      | 781    | -60282
Depósito      | 355    | -59927
Depósito      | 521    | -59406
Saque         | 1042   | -60448
Depósito      | 483    | -59965
Pagamento     | 282    | -60247
Depósito      | 861    | -59386
Depósito      | 181    | -59205
Saque         | 495    | -59700
Depósito      | 181    | -59519
Depósito      | 614    | -58905
Depósito      | 1026   | -57879
Saque         | 888    | -58767
Saque         | 417    | -59184
Saque         | 727    | -59911
Pagamento     | 249    | -60160
Depósito      | 811    | -59349
Depósito      | 722    | -58627
Depósito      | 857    | -57770
Depósito      | 525    | -57245
Depósito      | 518    | -56727
Saque         | 530    | -57257
Depósito      | 295    | -56962
Saque         | 722    | -57684
Depósito      | 565    | -57119
Depósito      | 170    | -56949
Depósito      | 415    | -56534
Depósito      | 551    | -55983
Depósito      | 451    | -55532
Pagamento     | 564    | -56096
Saque         | 453    | -56549
Saque         | 19     | -56568
Saque         | 1109   | -57677
Depósito      | 248    | -57429
Saque         | 1014   | -58443
Depósito      | 319    | -58124
Saque         | 456    | -58580
Saque         | 714    | -59294
Depósito      | 630    | -58664
Saque         | 963    | -59627
Saque         | 573    | -60200
Depósito      | 520    | -59680
Saque         | 432    | -60112
Depósito      | 658    | -59454
Pagamento     | 415    | -59869
Saque         | 840    | -60709
Depósito      | 453    | -60256
Saque         | 908    | -61164
Depósito      | 974    | -60190
Pagamento     | 723    | -60913
Saque         | 357    | -61270
Saque         | 593    | -61863
Saque         | 637    | -62500
Depósito      | 1035   | -61465
Depósito      | 269    | -61196
Saque         | 768    | -61964
Pagamento     | 899    | -62863
Pagamento     | 755    | -63618
Saque         | 653    | -64271
Pagamento     | 675    | -64946
Depósito      | 985    | -63961
Saque         | 493    | -64454
Depósito      | 342    | -64112
Depósito      | 1116   | -62996
Pagamento     | 829    | -63825
Depósito      | 669    | -63156
Depósito      | 40     | -63116
Depósito      | 449    | -62667
Depósito      | 1085   | -61582
Depósito      | 747    | -60835
Depósito      | 675    | -60160
Saque         | 27     | -60187
Pagamento     | 396    | -60583
Depósito      | 346    | -60237
Depósito      | 531    | -59706
Saque         | 907    | -60613
Depósito      | 684    | -59929
Saque         | 606    | -60535
Depósito      | 556    | -59979
Depósito      | 356    | -59623
Pagamento     | 1071   | -60694
Depósito      | 483    | -60211
Depósito      | 822    | -59389
Depósito      | 777    | -58612
Depósito      | 289    | -58323
Depósito      | 1049   | -57274
Depósito      | 162    | -57112
Saque         | 744    | -57856
Depósito      | 214    | -57642
Depósito      | 698    | -56944
Depósito      | 799    | -56145
Saque         | 747    | -56892
Depósito      | 713    | -56179
Pagamento     | 772    | -56951
Depósito      | 425    | -56526
Pagamento     | 936    | -57462
Saque         | 646    | -58108
Pagamento     | 689    | -58797
Pagamento     | 384    | -59181
Saque         | 412    | -59593
Saque         | 604    | -60197
Pagamento     | 854    | -61051
Depósito      | 928    | -60123
Saque         | 830    | -60953
Saque         | 700    | -61653
Depósito      | 651    | -61002
Saque         | 761    | -61763
Depósito      | 623    | -61140
Pagamento     | 995    | -62135
Depósito      | 505    | -61630
Pagamento     | 1076   | -62706
Saque         | 540    | -63246
Saque         | 1082   | -64328
Saque         | 713    | -65041
Depósito      | 629    | -64412
Pagamento     | 469    | -64881
Depósito      | 222    | -64659
Depósito      | 814    | -63845
Depósito      | 654    | -63191
Pagamento     | 735    | -63926
Saque         | 694    | -64620
Depósito      | 406    | -64214
Pagamento     | 329    | -64543
Pagamento     | 698    | -65241
Depósito      | 606    | -64635
Depósito      | 700    | -63935
Depósito      | 761    | -63174
Depósito      | 541    | -62633
Depósito      | 506    | -62127
Depósito      | 865    | -61262
Saque         | 310    | -61572
Depósito      | 866    | -60706
Depósito      | 639    | -60067
Depósito      | 370    | -59697
Saque         | 592    | -60289
Pagamento     | 521    | -60810
Depósito      | 656    | -60154
Depósito      | 775    | -59379
Depósito      | 311    | -59068
Pagamento     | 574    | -59642
Depósito      | 512    | -59130
Depósito      | 876    | -58254
Depósito      | 576    | -57678
Pagamento     | 397    | -58075
Depósito      | 485    | -57590
Saque         | 625    | -58215
Pagamento     | 652    | -58867
Pagamento     | 423    | -59290
Depósito      | 450    | -58840
Depósito      | 437    | -58403
Depósito      | 979    | -57424
Depósito      | 696    | -56728
Depósito      | 485    | -56243
Depósito      | 512    | -55731
Depósito      | 483    | -55248
Saque         | 272    | -55520
Pagamento     | 719    | -56239
Pagamento     | 1125   | -57364
Pagamento     | 601    | -57965
Depósito      | 829    | -57136
Pagamento     | 380    | -57516
Depósito      | 442    | -57074
Depósito      | 764    | -56310
Saque         | 884    | -57194
Depósito      | 410    | -56784
Saque         | 634    | -57418
Pagamento     | 718    | -58136
Depósito      | 421    | -57715
Depósito      | 711    | -57004
Saque         | 621    | -57625
Pagamento     | 960    | -58585
Saque         | 632    | -59217
Depósito      | 833    | -58384
Depósito      | 852    | -57532
Depósito      | 802    | -56730
Depósito      | 770    | -55960
Depósito      | 543    | -55417
Saque         | 456    | -55873
Depósito      | 698    | -55175
Depósito      | 497    | -54678
Depósito      | 620    | -54058
Saque         | 109    | -54167
Depósito      | 670    | -53497
Depósito      | 995    | -52502
Saque         | 686    | -53188
Pagamento     | 681    | -53869
Saque         | 316    | -54185
Depósito      | 938    | -53247
Pagamento     | 676    | -53923
Depósito      | 1043   | -52880
Depósito      | 577    | -52303
Saque         | 440    | -52743
Depósito      | 720    | -52023
Depósito      | 582    | -51441
Saque         | 301    | -51742
Depósito      | 552    | -51190
Pagamento     | 639    | -51829
Saque         | 331    | -52160
Depósito      | 732    | -51428
Pagamento     | 320    | -51748
Saque         | 939    | -52687
Saque         | 503    | -53190
Depósito      | 1075   | -52115
Depósito      | 556    | -51559
Pagamento     | 758    | -52317
Pagamento     | 458    | -52775
Depósito      | 424    | -52351
Depósito      | 1338   | -51013
Depósito      | 803    | -50210
Saque         | 543    | -50753
Pagamento     | 526    | -51279
Depósito      | 535    | -50744
Saque         | 596    | -51340
Saque         | 783    | -52123
Depósito      | 490    | -51633
Saque         | 639    | -52272
Depósito      | 690    | -51582
Pagamento     | 1008   | -52590
Pagamento     | 623    | -53213
Depósito      | 788    | -52425
Depósito      | 547    | -51878
Pagamento     | 797    | -52675
Saque         | 920    | -53595
Depósito      | 554    | -53041
Pagamento     | 137    | -53178
Saque         | 245    | -53423
Depósito      | 853    | -52570
Depósito      | 331    | -52239
Saque         | 945    | -53184
Saque         | 827    | -54011
Depósito      | 934    | -53077
Pagamento     | 448    | -53525
Saque         | 703    | -54228
Depósito      | 399    | -53829
Saque         | 1204   | -55033
Depósito      | 497    | -54536
Depósito      | 419    | -54117
Saque         | 984    | -55101
Pagamento     | 337    | -55438
Depósito      | 822    | -54616
Saque         | 814    | -55430
Pagamento     | 626    | -56056
Saque         | 444    | -56500
Depósito      | 721    | -55779
Pagamento     | 398    | -56177
Pagamento     | 786    | -56963
Depósito      | 291    | -56672
Pagamento     | 145    | -56817
Depósito      | 389    | -56428
Depósito      | 248    | -56180
Pagamento     | 331    | -56511
Saque         | 628    | -57139
Pagamento     | 414    | -57553
Depósito      | 506    | -57047
Pagamento     | 404    | -57451
Saque         | 566    | -58017
Depósito      | 654    | -57363
Saque         | 624    | -57987
Depósito      | 270    | -57717
Pagamento     | 456    | -58173
Depósito      | 811    | -57362
Pagamento     | 752    | -58114
Depósito      | 741    | -57373
Pagamento     | 174    | -57547
Pagamento     | 1043   | -58590
Saque         | 447    | -59037
Saque         | 868    | -59905
Depósito      | 489    | -59416
Saque         | 1211   | -60627
Saque         | 677    | -61304
Saque         | 641    | -61945
Depósito      | 922    | -61023
Saque         | 1032   | -62055
Depósito      | 626    | -61429
Pagamento     | 481    | -61910
Saque         | 419    | -62329
Pagamento     | 529    | -62858
Saque         | 820    | -63678
Pagamento     | 955    | -64633
Depósito      | 886    | -63747
Depósito      | 759    | -62988
Pagamento     | 751    | -63739
Depósito      | 349    | -63390
Depósito      | 575    | -62815
Saque         | 764    | -63579
Saque         | 459    | -64038
Saque         | 421    | -64459
Depósito      | 244    | -64215
Saque         | 485    | -64700
Depósito      | 559    | -64141
Depósito      | 603    | -63538
Pagamento     | 568    | -64106
Depósito      | 738    | -63368
Saque         | 689    | -64057
Depósito      | 909    | -63148
Depósito      | 877    | -62271
Pagamento     | 628    | -62899
Depósito      | 383    | -62516
Pagamento     | 711    | -63227
Depósito      | 647    | -62580
Saque         | 313    | -62893
Depósito      | 688    | -62205
Depósito      | 523    | -61682
Saque         | 622    | -62304
Saque         | 438    | -62742
Pagamento     | 610    | -63352
Pagamento     | 781    | -64133
Depósito      | 691    | -63442
Pagamento     | 665    | -64107
Depósito      | 1210   | -62897
Depósito      | 971    | -61926
Depósito      | 983    | -60943
Depósito      | 481    | -60462
Depósito      | 459    | -60003
Depósito      | 550    | -59453
Saque         | 506    | -59959
Saque         | 523    | -60482
Saque         | 817    | -61299
Pagamento     | 729    | -62028
Saque         | 604    | -62632
Pagamento     | 596    | -63228
Depósito      | 511    | -62717
Depósito      | 613    | -62104
Depósito      | 503    | -61601
Depósito      | 859    | -60742
Pagamento     | 438    | -61180
Saque         | 1261   | -62441
Depósito      | 807    | -61634
Saque         | 346    | -61980
Saque         | 751    | -62731
Pagamento     | 400    | -63131
Depósito      | 273    | -62858
